index,product,category,sub_category,brand,sale_price,market_price,type,rating,Stock Quantity,Reorder Level,Supplier Info,Lead Time (Days),Last Restock Date,Units Sold,avg_daily_demand,safety_stock,reorder_level,holding_cost,eoq,status,recommendation
16336,"Dough Art - Creative Modelling, Assorted",Cleaning & Household,Stationery,Luxor,98,100,Games & Calculators,2.8,53,,Supplier C,14,15:10.5,38,1.266666667,1,19,20,19,Adequate,Stock adequate. Review in 27 days
6260,"Cob Web Brush - With Folding Stick, Fold-able & It will Expand Length is 4 Feet",Cleaning & Household,"Mops, Brushes & Scrubs",Dash,195,195,Brooms & Dust Pans,3,68,,Supplier C,13,15:10.5,7,0.233333333,0,3,39,6,Adequate,Stock adequate. Review in 279 days
7975,Nomarks - Antimarks Soap For Normal Skin,Beauty & Hygiene,Bath & Hand Wash,Bajaj,35,35,Bathing Bars & Soaps,4.4,33,,Supplier B,7,15:10.5,22,0.733333333,0,5,7,25,Adequate,Stock adequate. Review in 38 days
5007,Cashew - Lightly Salted & Roasted,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",PureFoods,385,385,Roasted Seeds & Nuts,2.7,69,,Supplier C,8,15:10.5,4,0.133333333,0,1,77,3,Adequate,Stock adequate. Review in 510 days
4413,Perfume Body Mist For Babies Kids With Allergen Free Jasmine Fragrance For All Day Freshness,Baby Care,Baby Bath & Hygiene,Mamaearth,299,299,Baby Bath,3.5,12,,Supplier B,13,15:10.5,12,0.4,0,5,59.8,6,Adequate,Stock adequate. Review in 18 days
24024,Nacho Crisps - Tomato Mexicana,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,31.5,35,Nachos & Chips,4.2,72,,Supplier B,11,15:10.5,43,1.433333333,1,17,7,35,Adequate,Stock adequate. Review in 38 days
13094,"Belligo - Probiotics + Prebiotics Bites, 2+ Years",Snacks & Branded Foods,Breakfast Cereals,Timios,100,100,Granola & Cereal Bars,3.7,45,,Supplier C,4,15:10.5,12,0.4,0,2,20,11,Adequate,Stock adequate. Review in 108 days
11653,Hidden Desire For Women,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,419.3,599,Eau De Toilette,3,77,,Supplier A,7,15:10.5,30,1,0,7,119.8,7,Adequate,Stock adequate. Review in 70 days
2012,Air Effects Room Freshener - Anti Tobacco,Cleaning & Household,Fresheners & Repellents,Ambipur,299,299,Air Freshener,3.7,92,,Supplier C,11,15:10.5,15,0.5,0,6,59.8,7,Adequate,Stock adequate. Review in 172 days
13563,Vinegar - Balsamic Of Modena,Gourmet & World Food,Oils & Vinegar,Colavita,495,495,Balsamic & Cider Vinegar,4,56,,Supplier C,3,15:10.5,20,0.666666667,0,2,99,6,Adequate,Stock adequate. Review in 81 days
24218,"Beer - Peach, Non-Alcoholic",Gourmet & World Food,Drinks & Beverages,Coolberg,109,109,"Non-Alcoholic Beer, Wine",4.3,30,,Supplier B,4,15:10.5,27,0.9,0,4,21.8,16,Adequate,Stock adequate. Review in 29 days
8121,"5-in-1 Super Seeds Mix - Chia, Sunflower, Pumpkin, Flax",Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,280,295,Roasted Seeds & Nuts,4.5,91,,Supplier B,4,15:10.5,44,1.466666667,0,6,59,12,Adequate,Stock adequate. Review in 58 days
23867,Chocolate Peanut Butter - Creamy,Gourmet & World Food,"Sauces, Spreads & Dips",Pintola,383.56,425,"Chocolate, Peanut Spread",4.3,60,,Supplier B,11,15:10.5,17,0.566666667,0,7,85,6,Adequate,Stock adequate. Review in 94 days
277,Ayurvedic Jamun Powder,Beauty & Hygiene,Health & Medicine,Meghdoot,60,60,Ayurveda,,37,,Supplier B,12,15:10.5,36,1.2,1,15,12,24,Adequate,Stock adequate. Review in 18 days
1781,Organic Cashew/Godambi - Whole,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,200,200,Organic Dry Fruits,3.2,24,,Supplier C,7,15:10.5,18,0.6,0,4,40,9,Adequate,Stock adequate. Review in 33 days
18839,Crunchy Honey Peanut Butter,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Veeba,154.56,184,Choco & Nut Spread,4.5,51,,Supplier A,12,15:10.5,17,0.566666667,0,7,36.8,10,Adequate,Stock adequate. Review in 78 days
5956,Ferra Fish,"Eggs, Meat & Fish",Fish & Seafood,H.S. Dry Fish,59.5,70,Dry Fish,,68,,Supplier A,3,15:10.5,11,0.366666667,0,1,14,13,Adequate,Stock adequate. Review in 183 days
15491,Cashew Cookies,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",The Baker's Dozen,150,150,Premium Cookies,3.5,75,,Supplier A,6,15:10.5,10,0.333333333,0,2,30,8,Adequate,Stock adequate. Review in 219 days
6335,Pro Protect Sulphate Free Conditioner,Beauty & Hygiene,Hair Care,TRESemme,217.5,290,Shampoo & Conditioner,3.7,46,,Supplier A,3,15:10.5,36,1.2,0,4,58,11,Adequate,Stock adequate. Review in 35 days
9523,Conditioner - Lusciously Thick & Long Nourishing,Beauty & Hygiene,Hair Care,Sunsilk,140,140,Shampoo & Conditioner,4.3,20,,Supplier B,10,15:10.5,26,0.866666667,0,9,28,14,Adequate,Stock adequate. Review in 13 days
15959,Fruit & Seeds Bar,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,40,40,Granola & Cereal Bars,4.1,96,,Supplier C,3,15:10.5,27,0.9,0,3,8,26,Adequate,Stock adequate. Review in 103 days
7007,Sharbat - Lemon & Ginger,Beverages,Fruit Juices & Drinks,Gulabs,250,250,Syrups & Concentrates,4.2,53,,Supplier B,11,15:10.5,16,0.533333333,0,6,50,8,Adequate,Stock adequate. Review in 88 days
12435,"Vitamin C, E & Hyaluronic Acid Brightening Night Cream With Argan Oil",Beauty & Hygiene,Skin Care,StBotanica,669,669,Face Care,4.5,21,,Supplier B,14,15:10.5,28,0.933333333,1,14,133.8,6,Adequate,Stock adequate. Review in 8 days
4995,Dried Cranberries,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",PureFoods,90,90,Dry Fruits & Berries,,12,,Supplier C,4,15:10.5,5,0.166666667,0,1,18,7,Adequate,Stock adequate. Review in 66 days
6584,Ground Coffee - Crema E Gusto,Gourmet & World Food,Drinks & Beverages,Lavazza,350,350,Coffee & Pre-Mix,,61,,Supplier C,5,15:10.5,39,1.3,0,7,70,11,Adequate,Stock adequate. Review in 42 days
19298,Squash - Lemon Ginger,Beverages,Fruit Juices & Drinks,NaturoBell,130,130,Syrups & Concentrates,,90,,Supplier C,11,15:10.5,22,0.733333333,0,8,26,13,Adequate,Stock adequate. Review in 112 days
26388,"Shower Sponge - Lemon & White, Colour May Vary",Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199,Bathing Accessories,4,42,,Supplier B,8,15:10.5,40,1.333333333,1,11,39.8,14,Adequate,Stock adequate. Review in 23 days
5147,"Swarna Vedshakti Ayurvedic Toothpaste - Anti-Bacterial Paste With Neem, Clove, and Honey",Beauty & Hygiene,Oral Care,Colgate,266,380,Toothpaste,4.3,64,,Supplier A,11,15:10.5,24,0.8,0,9,76,8,Adequate,Stock adequate. Review in 69 days
15113,Astmangal Khuchi Brass Puja Aarti Golden Thali - Golden,Cleaning & Household,Pooja Needs,HAZEL,159,267,Pooja Thali & Bells,4.3,10,,Supplier B,5,15:10.5,45,1.5,1,8,53.4,13,Adequate,Stock adequate. Review in 1 days
21180,Vegan Chocolate Ice Cream,Gourmet & World Food,Dairy & Cheese,Papacream,395,395,Gourmet Ice Cream,,48,,Supplier B,4,15:10.5,39,1.3,0,6,79,10,Adequate,Stock adequate. Review in 32 days
7921,Kajol With Free Sharpener+ Renewed Clrity Night Gel,Beauty & Hygiene,Skin Care,Plum,1070,1070,Face Care,,29,,Supplier C,6,15:10.5,44,1.466666667,1,9,214,6,Adequate,Stock adequate. Review in 14 days
22702,Peanut Butter- Creamy,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Sundrop,50,50,Choco & Nut Spread,4.2,56,,Supplier B,8,15:10.5,44,1.466666667,2,13,10,30,Adequate,Stock adequate. Review in 29 days
4737,"Power Blast - CSK Cricket Match Card Game & Collectible, 6+ Ages, Multi-Colour",Cleaning & Household,Stationery,Kaadoo,150,199,Games & Calculators,,52,,Supplier A,3,15:10.5,23,0.766666667,0,3,39.8,11,Adequate,Stock adequate. Review in 64 days
2441,Peanut Butter- Creamy,Gourmet & World Food,"Sauces, Spreads & Dips",Skippy,325,325,"Chocolate, Peanut Spread",4.4,66,,Supplier A,5,15:10.5,29,0.966666667,1,6,65,9,Adequate,Stock adequate. Review in 62 days
8789,Rosee Non Alcoholic 0.0% Beer,Gourmet & World Food,Drinks & Beverages,Hoegaarden 0.0,100,100,"Non-Alcoholic Beer, Wine",4.2,70,,Supplier B,8,15:10.5,47,1.566666667,1,13,20,22,Adequate,Stock adequate. Review in 36 days
24103,Hatti Kashaya - Immuity Booster,Gourmet & World Food,Drinks & Beverages,Hatti Kaapi,75,75,Health Drinks,3.5,87,,Supplier C,11,15:10.5,44,1.466666667,1,17,15,24,Adequate,Stock adequate. Review in 48 days
25417,Lemon Soap,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70,70,Bathing Bars & Soaps,4.4,40,,Supplier B,9,15:10.5,7,0.233333333,0,2,14,10,Adequate,Stock adequate. Review in 163 days
20570,Body Oil For The Night,Beauty & Hygiene,Skin Care,Nyassa,950,950,Face Care,,34,,Supplier A,5,15:10.5,14,0.466666667,0,3,190,4,Adequate,Stock adequate. Review in 66 days
8112,Sunehra Mineral Sugar/Sakkare,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Trust,90,90,Sugar & Jaggery,4,12,,Supplier A,10,15:10.5,14,0.466666667,3,7,18,12,Adequate,Stock adequate. Review in 11 days
20653,Master Stroke Men's Hair Removal Cream Olive,Beauty & Hygiene,Men's Grooming,Vi-john,95,100,Face & Body,2.5,13,,Supplier B,10,15:10.5,18,0.6,0,6,20,13,Adequate,Stock adequate. Review in 12 days
17639,"Shower Gel - Therapy Morning Tonic, Imported",Beauty & Hygiene,Bath & Hand Wash,Palmolive,298.52,398,Shower Gel & Body Wash,4.2,23,,Supplier A,4,15:10.5,41,1.366666667,0,6,79.6,10,Adequate,Stock adequate. Review in 12 days
21350,Heart Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Sanjay ,65,65,Salted Biscuits,,50,,Supplier B,13,15:10.5,31,1.033333333,1,14,13,22,Adequate,Stock adequate. Review in 35 days
5068,Sriracha Sauce,Gourmet & World Food,Cooking & Baking Needs,SPICHI,62.5,125,"Curry Paste, Coconut Milk",,82,,Supplier A,11,15:10.5,5,0.166666667,0,2,25,6,Adequate,Stock adequate. Review in 480 days
23301,Whey Protein - Malt Beverage Health Drink With Dha - Chocolate,Beverages,"Health Drink, Supplement",Amul Pro,140,175,Kids (5+Yrs),4,29,,Supplier C,7,15:10.5,19,0.633333333,0,5,35,10,Adequate,Stock adequate. Review in 38 days
3021,Black Pepper - Whole,Gourmet & World Food,Cooking & Baking Needs,Sprig,664.05,699,"Herbs, Seasonings & Rubs",3,82,,Supplier A,12,15:10.5,49,1.633333333,1,21,139.8,8,Adequate,Stock adequate. Review in 37 days
25527,Herbal Floor Cleaner,Cleaning & Household,All Purpose Cleaners,Nimyle,156,156,Floor & Other Cleaners,,36,,Supplier B,13,15:10.5,3,0.1,0,1,31.2,4,Adequate,Stock adequate. Review in 350 days
20101,Delight Fruit Juice - Cranberry,Beverages,Fruit Juices & Drinks,Tropicana,180.4,220,Juices,,76,,Supplier B,6,15:10.5,28,0.933333333,0,6,44,11,Adequate,Stock adequate. Review in 75 days
22184,Chicken - Cheese & Chili,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Bon Appetit,379,399,Chicken Sausages,,62,,Supplier C,6,15:10.5,9,0.3,0,2,79.8,5,Adequate,Stock adequate. Review in 200 days
21980,Wasabi Coated Green Peas,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,255,300,Roasted Seeds & Nuts,4.5,77,,Supplier A,5,15:10.5,44,1.466666667,1,8,60,12,Adequate,Stock adequate. Review in 47 days
13874,Sugar Free Ice Cream - Anjeer with Chocolate Sauce,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Amul,35,35,Ice Creams,3.6,71,,Supplier B,12,15:10.5,16,0.533333333,0,7,7,21,Adequate,Stock adequate. Review in 120 days
18391,Fusilli Pasta - Gluten Free,Gourmet & World Food,"Pasta, Soup & Noodles",Schar,325,325,Pastas & Spaghetti,3.3,24,,Supplier A,3,15:10.5,24,0.8,0,3,65,9,Adequate,Stock adequate. Review in 26 days
10489,Fragrance Body Spray - Radiate,Beauty & Hygiene,Fragrances & Deos,Fogg ,184,230,Women's Deodorants,3.5,14,,Supplier C,14,15:10.5,48,1.6,1,23,46,14,Reorder,Place order for 14.0 units. Current stock (14) below reorder level (23)
17859,"Clothes-Accessories Hanger - Plastic, Green - Gr BB 586 2",Cleaning & Household,Bins & Bathroom Ware,DP,269,299,"Hangers, Clips & Rope",4.7,77,,Supplier B,7,15:10.5,31,1.033333333,0,8,59.8,10,Adequate,Stock adequate. Review in 67 days
19381,4700BC Microwave Popcorn - BBQ 92 g + Heineken 0.0 - 330 ml Can,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",bb Combo,116.89,155,Gourmet Popcorn,,21,,Supplier C,9,15:10.5,14,0.466666667,0,4,31,10,Adequate,Stock adequate. Review in 36 days
26263,My Handy kit - Fast Aid kit,Beauty & Hygiene,Health & Medicine,Hansaplast,80,80,Antiseptics & Bandages,3.7,96,,Supplier B,7,15:10.5,29,0.966666667,0,7,16,19,Adequate,Stock adequate. Review in 92 days
11905,Vanilla Soap Case - Pink,Cleaning & Household,Bins & Bathroom Ware,Nayasa,75,75,Soap Cases & Dispensers,,87,,Supplier A,6,15:10.5,47,1.566666667,1,10,15,25,Adequate,Stock adequate. Review in 49 days
2333,Chunky Shawarma Chicken,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Licious,199,199,Tomato Ketchup & Sauces,3.4,85,,Supplier B,5,15:10.5,15,0.5,0,3,39.8,9,Adequate,Stock adequate. Review in 164 days
1544,Mithai Mate - Sweetened Condensed Milk,"Bakery, Cakes & Dairy",Dairy,Amul,99,106,"Condensed, Powdered Milk",4.3,66,,Supplier C,6,15:10.5,47,1.566666667,1,10,21.2,21,Adequate,Stock adequate. Review in 36 days
13826,Skin Lightening Natural Fruit Bleach,Beauty & Hygiene,Skin Care,Olivia,17,20,Face Care,4.3,26,,Supplier B,4,15:10.5,46,1.533333333,1,7,4,48,Adequate,Stock adequate. Review in 12 days
17933,Namkeen - Mini Samosa,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,60,60,Namkeen & Savoury Snacks,3.9,34,,Supplier C,4,15:10.5,34,1.133333333,0,5,12,24,Adequate,Stock adequate. Review in 26 days
16504,Corn Flakes Plus - Original & Healthier,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,280,330,Flakes,4.2,39,,Supplier B,5,15:10.5,5,0.166666667,0,1,66,4,Adequate,Stock adequate. Review in 228 days
6784,Real Nature Cucumber Face Mask,Beauty & Hygiene,Skin Care,The Face Shop,100,100,Face Care,4.2,31,,Supplier C,14,15:10.5,11,0.366666667,0,5,20,10,Adequate,Stock adequate. Review in 71 days
11425,Healthy Atta,Gourmet & World Food,Cooking & Baking Needs,Graminway,90,90,Flours & Pre-Mixes,3.6,35,,Supplier A,10,15:10.5,19,0.633333333,0,7,18,15,Adequate,Stock adequate. Review in 44 days
6613,Noodles - Masala 280 gm + Ketchup Tomato 1 kg,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",MAGGI ,178.7,196,Instant Noodles,,90,,Supplier B,5,15:10.5,37,1.233333333,0,7,39.2,14,Adequate,Stock adequate. Review in 67 days
25741,Rise N Shine Skin Awakening Clay Mask 01,Beauty & Hygiene,Skin Care,Faces,336.75,449,Face Care,3.8,70,,Supplier A,10,15:10.5,9,0.3,0,3,89.8,4,Adequate,Stock adequate. Review in 223 days
239,Tempeh Cubes - Simply Sriracha Soyabean,"Bakery, Cakes & Dairy",Dairy,Hello Tempayy,135,150,"Paneer, Tofu & Cream",5,71,,Supplier B,3,15:10.5,10,0.333333333,0,1,30,8,Adequate,Stock adequate. Review in 210 days
4658,Black Gram Lentils Curry-Basmati Rice,Snacks & Branded Foods,Ready To Cook & Eat,Fazlani Foods,150,150,Heat & Eat Ready Meals,1,93,,Supplier B,4,15:10.5,47,1.566666667,1,7,30,18,Adequate,Stock adequate. Review in 55 days
6060,Pomegranate Vinegar Shampoo 300 ml + Pomegranate Vinegar Conditioner 300 ml,Beauty & Hygiene,Hair Care,Oriental Botanics,1399,1399,Shampoo & Conditioner,4,43,,Supplier A,11,15:10.5,14,0.466666667,0,5,279.8,3,Adequate,Stock adequate. Review in 81 days
1686,"Pickle - Lemon, Oil Free",Gourmet & World Food,Tinned & Processed Food,Dhatu Organics & Naturals,190,190,Tomatoes & Vegetables,3.3,42,,Supplier C,3,15:10.5,13,0.433333333,0,1,38,8,Adequate,Stock adequate. Review in 95 days
7132,Biscotti - Almond,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Fresho Signature,109,149,Premium Cookies,,80,,Supplier A,14,15:10.5,30,1,1,15,29.8,14,Adequate,Stock adequate. Review in 65 days
1093,Exo Round Dish wash bar - Round ( with free scrubber),Cleaning & Household,Detergents & Dishwash,Exo,39,43,Dishwash Bars & Powders,4.3,95,,Supplier A,8,15:10.5,15,0.5,0,4,8.6,19,Adequate,Stock adequate. Review in 182 days
2350,2 In 1 Puzzle - Fruits & Vegetables,Cleaning & Household,Stationery,Sterling,116,199,Games & Calculators,3.5,41,,Supplier B,5,15:10.5,41,1.366666667,1,7,39.8,14,Adequate,Stock adequate. Review in 25 days
15685,Muffin/Cup Cake - Choco Chip,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,159,159,Muffins & Cup Cakes,4.1,23,,Supplier C,11,15:10.5,14,0.466666667,0,5,31.8,9,Adequate,Stock adequate. Review in 39 days
6505,Salted Caramel Ice Cream,Gourmet & World Food,Dairy & Cheese,Papacream,395,395,Gourmet Ice Cream,,81,,Supplier C,3,15:10.5,10,0.333333333,0,1,79,5,Adequate,Stock adequate. Review in 240 days
4691,Latkan,Cleaning & Household,Pooja Needs,SBE,129,250,Other Pooja Needs,4,66,,Supplier A,7,15:10.5,47,1.566666667,1,12,50,14,Adequate,Stock adequate. Review in 34 days
1118,Butter - Almond Cacao Crunchy,Gourmet & World Food,Dairy & Cheese,Organic Origins,590,590,Butter & Cream,3,34,,Supplier A,3,15:10.5,13,0.433333333,0,1,118,5,Adequate,Stock adequate. Review in 76 days
8246,Wheat Grass - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,27,33.75,Organic Vegetables,,89,,Supplier C,6,15:10.5,38,1.266666667,1,8,6.75,34,Adequate,Stock adequate. Review in 64 days
21218,Olive Oil - Pure,Gourmet & World Food,Oils & Vinegar,Figaro,3098.83,3999,"Pure, Pomace Olive Oil",4.5,51,,Supplier A,11,15:10.5,30,1,1,12,799.8,3,Adequate,Stock adequate. Review in 39 days
23093,"Deltoid Lite Face Masks In Rose, Pink & Aqua Knit Fabrics With Bindings - Assorted, 3C2001, Small",Beauty & Hygiene,Health & Medicine,3BO,490,490,Face Masks & Safety Gears,1.5,28,,Supplier B,4,15:10.5,46,1.533333333,1,7,98,10,Adequate,Stock adequate. Review in 14 days
18939,Apple Cider Vinegar Shampoo,Beauty & Hygiene,Hair Care,Wow Skin Science,402.5,575,Shampoo & Conditioner,4.4,50,,Supplier B,13,15:10.5,12,0.4,0,5,115,5,Adequate,Stock adequate. Review in 112 days
20700,Jelly Drink With Nata De Coco - Lychee,Gourmet & World Food,Drinks & Beverages,Dolphin ,40,40,Gourmet Juices & Drinks,,64,,Supplier A,14,15:10.5,45,1.5,1,22,8,34,Adequate,Stock adequate. Review in 28 days
27293,"Plastic Bucket With Handle - Peach, Frosty, Alto, 10690APCH",Cleaning & Household,Bins & Bathroom Ware,Ratan,159,256,Buckets & Mugs,3.9,89,,Supplier B,9,15:10.5,42,1.4,1,13,51.2,13,Adequate,Stock adequate. Review in 54 days
219,Dark Chocolate- 55% Rich In Cocoa,Snacks & Branded Foods,Chocolates & Candies,Amul,87.12,100,Chocolates,4.3,21,,Supplier C,7,15:10.5,25,0.833333333,0,6,20,16,Adequate,Stock adequate. Review in 18 days
5658,Air Freshener - Jasmine,Cleaning & Household,Fresheners & Repellents,Wonder Fresh ,110,110,Air Freshener,5,48,,Supplier A,9,15:10.5,9,0.3,0,3,22,9,Adequate,Stock adequate. Review in 150 days
3869,Lickables,Snacks & Branded Foods,Chocolates & Candies,Cadbury Dairy Milk,45,45,Chocolates,4.1,11,,Supplier B,13,15:10.5,16,0.533333333,0,7,9,19,Adequate,Stock adequate. Review in 8 days
5473,"Blue Printed Pencil Pouchv - PU, BB1288BLU",Cleaning & Household,Stationery,DP,111,179,Exam Pads & Pencil Box,4.1,54,,Supplier A,12,15:10.5,33,1.1,1,14,35.8,14,Adequate,Stock adequate. Review in 36 days
15792,Chocolate Coated Almonds,Gourmet & World Food,Chocolates & Biscuits,Sapphire,600,600,"Luxury Chocolates, Gifts",3.3,98,,Supplier C,14,15:10.5,45,1.5,1,22,120,9,Adequate,Stock adequate. Review in 51 days
15011,FunFoods Thousand Island,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,79,79,"Jam, Conserve, Marmalade",4.2,34,,Supplier B,14,15:10.5,17,0.566666667,0,8,15.8,15,Adequate,Stock adequate. Review in 46 days
8699,Anti-Pimple Natural Ayurvedic Turmeric Face Wash,Beauty & Hygiene,Skin Care,Lever Ayush,52.8,55,Face Care,4.1,77,,Supplier C,9,15:10.5,45,1.5,1,14,11,29,Adequate,Stock adequate. Review in 42 days
22940,Tamarind Concentrate,"Foodgrains, Oil & Masala",Masalas & Spices,Indira's,129,129,Cooking Pastes,4.5,92,,Supplier A,14,15:10.5,12,0.4,0,6,25.8,10,Adequate,Stock adequate. Review in 215 days
13512,Natural Ayurvedic Oil Clear Aloe Vera Face Wash,Beauty & Hygiene,Skin Care,Lever Ayush,84,105,Face Care,4,13,,Supplier A,7,15:10.5,16,0.533333333,0,4,21,12,Adequate,Stock adequate. Review in 17 days
20315,"Ball Pen - Fine Grip, Blue",Cleaning & Household,Stationery,BIC Cello,35,35,"Pen, Pencils",4,86,,Supplier B,10,15:10.5,26,0.866666667,0,9,7,27,Adequate,Stock adequate. Review in 89 days
12366,Oil Clear & Glow Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,45,45,Bathing Bars & Soaps,4.3,45,,Supplier C,5,15:10.5,22,0.733333333,0,4,9,22,Adequate,Stock adequate. Review in 56 days
14541,Perfume - Ultra Sensual,Beauty & Hygiene,Men's Grooming,Wild Stone,569.05,599,Men's Deodorants,4.5,96,,Supplier A,12,15:10.5,23,0.766666667,0,10,119.8,6,Adequate,Stock adequate. Review in 112 days
20241,Mushrooms - Button,Fruits & Vegetables,Fresh Vegetables,Fresho,44.55,61.25,Exotic Vegetables,,71,,Supplier C,11,15:10.5,18,0.6,0,7,12.25,17,Adequate,Stock adequate. Review in 107 days
601,"Multipurpose Plastic Basket - Laundry/Clothes, Blue, Oval",Cleaning & Household,Bins & Bathroom Ware,Ratan,149,230,"Laundry, Storage Baskets",3.6,79,,Supplier C,3,15:10.5,29,0.966666667,0,3,46,11,Adequate,Stock adequate. Review in 79 days
11748,Natura Low Calorie Sweetner,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Sugar free,190,190,Sugarfree Sweeteners,4.3,97,,Supplier B,11,15:10.5,28,0.933333333,1,11,38,12,Adequate,Stock adequate. Review in 92 days
1956,Noodles Magic Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast YiPPee!,129.6,144,Instant Noodles,4.4,53,,Supplier C,9,15:10.5,45,1.5,1,14,28.8,18,Adequate,Stock adequate. Review in 26 days
14206,Shaving Foam Musk Orange,Beauty & Hygiene,Men's Grooming,Vi-john,160,200,Shaving Care,5,42,,Supplier A,5,15:10.5,9,0.3,0,2,40,7,Adequate,Stock adequate. Review in 133 days
16077,Sabzi Masala 100 g + Turmeric Powder 200 g,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,90.18,110,Blended Masalas,,21,,Supplier A,9,15:10.5,28,0.933333333,0,9,22,16,Adequate,Stock adequate. Review in 13 days
18884,The Fresh Mask Sheet - Blueberry,Beauty & Hygiene,Skin Care,It's Skin,100,100,Face Care,3.5,94,,Supplier B,14,15:10.5,29,0.966666667,1,14,20,17,Adequate,Stock adequate. Review in 83 days
26512,Deep Clean Brightening Foaming Cleanser,Beauty & Hygiene,Skin Care,Neutrogena,310,345,Face Care,4.1,20,,Supplier C,12,15:10.5,40,1.333333333,1,17,69,11,Adequate,Stock adequate. Review in 2 days
7833,Milky Gulab Supari,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,182.75,215,Mukhwas,4.5,64,,Supplier A,8,15:10.5,44,1.466666667,1,12,43,14,Adequate,Stock adequate. Review in 35 days
636,5 Star Oreo Chocolate Bar,Snacks & Branded Foods,Chocolates & Candies,Cadbury,35,35,Chocolates,4.4,47,,Supplier A,6,15:10.5,40,1.333333333,1,9,7,34,Adequate,Stock adequate. Review in 28 days
7083,"Home Made, Hand Pounded Spices Taster Pack",Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,925,925,"Curry Paste, Coconut Milk",,38,,Supplier B,10,15:10.5,36,1.2,1,13,185,6,Adequate,Stock adequate. Review in 21 days
3557,Hair Oil - Pigmentation,Beauty & Hygiene,Hair Care,Richfeel,377,377,Hair Oil & Serum,3.7,12,,Supplier C,14,15:10.5,31,1.033333333,1,15,75.4,9,Reorder,Place order for 9.0 units. Current stock (12) below reorder level (15)
26003,Dry Skin Gel,Beauty & Hygiene,Skin Care,Bio-Oil,216,270,Body Care,5,37,,Supplier C,11,15:10.5,42,1.4,1,16,54,12,Adequate,Stock adequate. Review in 15 days
20963,Fruit Power Juice Litchi 1 L + Guava/Amrud 1 L + Mixed Fruits 1 L,Beverages,Fruit Juices & Drinks,Real,231.24,320,Juices,,93,,Supplier C,6,15:10.5,10,0.333333333,0,2,64,6,Adequate,Stock adequate. Review in 273 days
14199,French Mendians,Snacks & Branded Foods,Chocolates & Candies,Micks,125,125,Chocolates,5,99,,Supplier A,11,15:10.5,44,1.466666667,1,17,25,19,Adequate,Stock adequate. Review in 56 days
17010,Refreshing Strawberry Body Lotion,Beauty & Hygiene,Skin Care,Globus Naturals,520,650,Body Care,,33,,Supplier A,11,15:10.5,18,0.6,0,7,130,5,Adequate,Stock adequate. Review in 43 days
5043,Perfume Spray - Voyage,Beauty & Hygiene,Men's Grooming,Park avenue,164.5,329,Men's Deodorants,4.1,63,,Supplier B,12,15:10.5,17,0.566666667,0,7,65.8,7,Adequate,Stock adequate. Review in 99 days
133,"Chilli - Bajji, Mild",Fruits & Vegetables,Herbs & Seasonings,Fresho,14,17.5,"Lemon, Ginger & Garlic",,61,,Supplier A,12,15:10.5,1,0.033333333,0,0,3.5,8,Adequate,Stock adequate. Review in 1830 days
18513,"Deva Vati - Daily Detox, 500 mg",Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,150,150,Ayurveda,,56,,Supplier B,7,15:10.5,27,0.9,0,7,30,13,Adequate,Stock adequate. Review in 54 days
17797,Sandalwood Oil,Beauty & Hygiene,Health & Medicine,Kapiva Ayurveda,499,499,Ayurveda,,30,,Supplier B,13,15:10.5,8,0.266666667,0,4,99.8,4,Adequate,Stock adequate. Review in 98 days
